start_station_name,start_lat,start_lng,count_s21
South St & Whitehall St,40.701221,-74.012342,3995
Southern Blvd & Avenue St. John,40.812769,-73.901583,211
Southern Blvd & E 142 St,40.807347,-73.908098,2
Southern Blvd & E 142 St,40.807347,-73.908097,74
Southern Blvd & E 149 St,40.811892,-73.904192,372
Southern Blvd & E 172 St,40.834124,-73.88955,108
Southern Blvd & E 174 St,40.836733,-73.887931,274
Southern Blvd & E 175 St,40.839335,-73.886445,302
Southern Blvd & Tiffany St,40.818185,-73.894143,151
Southpoint Park,40.753702,-73.958652,1016
Spring St & Hudson St,40.725839,-74.007653,3377
Spring St & Hudson St,40.72584,-74.007653,76
Spruce St & Gold St,40.710323,-74.004323,19
Spruce St & Gold St,40.710323,-74.004322,695
Spruce St & Nassau St,40.711463,-74.005524,2912
Spruce St & Nassau St,40.711464,-74.005524,96
St Ann's Ave & Westchester Ave,40.815887,-73.911918,195
St James Pl & Oliver St,40.713079,-73.998512,19
St James Pl & Oliver St,40.713079,-73.998511,2346
St James Pl & Pearl St,40.711174,-74.000165,1172
St Johns Pl & Washington Ave,40.673723,-73.963161,1911
St Johns Pl & Washington Ave,40.673724,-73.963161,12
St Marks Pl & 1 Ave,40.727791,-73.985649,5242
St Marks Pl & 2 Ave,40.728418,-73.987139,6175
St Marks Pl & 2 Ave,40.728419,-73.98714,61
St Marks Pl & 4 Ave,40.681778,-73.97989,7
St Marks Pl & 4 Ave,40.681778,-73.979889,851
St Mary's St & Jackson Ave,40.808891,-73.91081,280
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2877
St Nicholas Ave & W 134 St,40.816234,-73.948222,1246
St Nicholas Ave & W 137 St,40.818477,-73.947568,863
St Nicholas Ave & W 150 St,40.827212,-73.942722,631
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763,269
St. Ann's Ave & E 144 St,40.811112,-73.914932,265
St. Nicholas Ave & W 126 St,40.811432,-73.951878,21
St. Nicholas Ave & W 126 St,40.811432,-73.951877,2890
St. Nicholas Ave & W 155 St,40.830663,-73.941323,357
St. Nicholas Ave & W 157 St,40.832314,-73.94102,485
St. Nicholas Terrace & Convent Ave,40.821294,-73.947868,355
Stagg St & Morgan Ave,40.710681,-73.93372,574
Stagg St & Union Ave,40.70877,-73.950952,2951
Stagg St & Union Ave,40.708771,-73.950953,12
Stanhope St & Fairview Ave,40.70998,-73.91116,481
Stanton St & Chrystie St,40.722293,-73.991475,3506
Stanton St & Mangin St,40.717821,-73.976289,2445
Stanton St & Norfolk St,40.720747,-73.986274,5501
State St & Smith St,40.689269,-73.989129,6
State St & Smith St,40.689269,-73.989128,2158
Steinway St & 19 Ave,40.778089,-73.899558,123
Steinway St & 21 Ave,40.774798,-73.903787,372
Steinway St & 23 Ave,40.771393,-73.907743,368
Steinway St & 23 Ave,40.771394,-73.907744,6
Steinway St & 28 Ave,40.765625,-73.91367,6
Steinway St & 28 Ave,40.765625,-73.913669,990
Steinway St & Broadway,40.759057,-73.918975,1336
Steinway St & Broadway,40.759058,-73.918975,18
Steinway St & Ditmars Blvd,40.772717,-73.906127,292
Stephen St & Seneca Ave,40.6988,-73.9007,89
Sterling Pl & Bedford Ave,40.672695,-73.954131,1848
Sterling St & Bedford Ave,40.662705,-73.956911,1101
Sterling St & Bedford Ave,40.662706,-73.956912,14
Stewart Ave & Johnson Ave,40.70869,-73.92587,271
Stockholm St & Wilson Ave,40.699304,-73.923044,1070
Stuyvesant Walk & 1 Av Loop,40.7323398,-73.9789838,411
Stuyvesant Walk & 1 Av Loop,40.73234,-73.978984,7
Suffolk St & Stanton St,40.720664,-73.98518,24
Suffolk St & Stanton St,40.720664,-73.985179,4192
Sullivan Pl & Bedford Ave,40.66424,-73.957468,285
Sullivan Pl & Bedford Ave,40.664241,-73.957469,4
Sullivan Pl & Franklin Ave,40.664079,-73.960251,2174
Sullivan Pl & Franklin Ave,40.66408,-73.960251,54
Sullivan St & Washington Sq,40.730477,-73.999061,59
Sullivan St & Washington Sq,40.730477,-73.99906,4483
Sunken Meadow Comfort Station,40.79558,-73.91906,966
Suydam St & Broadway,40.69544,-73.93223,1252
Suydam St & Knickerbocker Ave,40.702013,-73.923769,1419
Suydam St & St. Nicholas Ave,40.70636,-73.91945,355
Thompson St & Bleecker St,40.7284,-73.999687,3878
Thompson St & Bleecker St,40.728401,-73.999688,57
Throop Ave & Myrtle Ave,40.696229,-73.94371,819
Tiebout Ave & E Fordham Road,40.861915,-73.894831,324
Tinton Ave & E 165 St,40.824796,-73.90242,311
Tompkins Ave & Hopkins St,40.699576,-73.947084,774
Townsend Ave & E 175 St,40.84741,-73.911359,160
Underhill Ave & Lincoln Pl,40.674012,-73.967146,13
Underhill Ave & Lincoln Pl,40.674012,-73.967145,1838
Underhill Ave & Pacific St,40.680483,-73.964679,1623
Underhill Ave & Pacific St,40.680484,-73.96468,17
Union Ave & E 169 St,40.82995,-73.898802,93
Union Ave & Jackson St,40.716075,-73.952029,1420
Union Ave & N 12 St,40.71924,-73.95242,3490
Union Ave & Wallabout St,40.700295,-73.950323,9
Union Ave & Wallabout St,40.700295,-73.950322,819
Union St & 4 Ave,40.677274,-73.98282,1520
Union St & Bedford Ave,40.669178,-73.955416,1021
Union St & Nevins St,40.679097,-73.987654,1074
Union St & Nevins St,40.679098,-73.987655,22
University Ave & Brandt Pl,40.848354,-73.918389,91
University Ave & W 168 St,40.838706,-73.927034,181
University Pl & E 14 St,40.734814,-73.992085,8797
University Pl & E 8 St,40.731437,-73.994903,6995
Valentine Ave & E 183 St,40.856987,-73.898237,48
Van Brunt St & Van Dyke St,40.675832,-74.014726,977
Van Brunt St & Van Dyke St,40.675833,-74.014726,24
Van Brunt St & Wolcott St,40.677342,-74.01275,1016
Van Brunt St & Wolcott St,40.677343,-74.012751,11
Van Buren St & Broadway,40.692,-73.92617,718
Van Sinderen Ave & Truxton St,40.6786,-73.90369,579
Vernon Blvd & 10 St,40.767186,-73.937355,1104
Vernon Blvd & 30 Rd,40.770845,-73.934171,1119
Vernon Blvd & 31 Ave,40.769247,-73.93545,890
Vernon Blvd & 31 Ave,40.769248,-73.93545,22
Vernon Blvd & 41 Rd,40.755243,-73.948568,23
Vernon Blvd & 41 Rd,40.755243,-73.948567,842
Vernon Blvd & 47 Rd,40.744906,-73.953457,1173
Vernon Blvd & 47 Rd,40.744907,-73.953457,24
Vernon Blvd & 50 Ave,40.742327,-73.954117,2135
Verona Pl & Fulton St,40.680356,-73.947679,1072
Vesey Pl & River Terrace,40.715337,-74.016583,5712
Vesey Pl & River Terrace,40.715338,-74.016584,130
W 10 St & Washington St,40.733423,-74.008514,2821
W 10 St & Washington St,40.733424,-74.008515,50
W 100 St & Broadway,40.797372,-73.970412,17
W 100 St & Broadway,40.797372,-73.970411,4264
W 100 St & Manhattan Ave,40.795,-73.9645,3397
W 104 St & Amsterdam Ave,40.799041,-73.966495,15
W 104 St & Amsterdam Ave,40.799041,-73.966494,2080
W 106 St & Amsterdam Ave,40.800836,-73.966449,2264
W 106 St & Central Park West,40.798185,-73.96059,3852
W 106 St & Central Park West,40.798186,-73.960591,106
W 107 St & Columbus Ave,40.799756,-73.962112,1364
W 107 St & Columbus Ave,40.799757,-73.962113,10
W 11 St & 6 Ave,40.735324,-73.998004,4190
W 110 St & Amsterdam Ave,40.802692,-73.96295,2818
W 113 St & Broadway,40.805973,-73.964928,2222
W 116 St & Amsterdam Ave,40.806758,-73.960708,1575
W 116 St & Broadway,40.8082,-73.9641,2094
W 120 St & Claremont Ave,40.810949,-73.9634,1306
W 129 St & Convent Ave,40.814394,-73.953247,599
W 13 St & 5 Ave,40.735445,-73.99431,4616
W 13 St & 7 Ave,40.737815,-73.999947,46
W 13 St & 7 Ave,40.737815,-73.999946,4605
W 133 St & 12 Ave,40.820003,-73.959089,887
W 135 St & Lenox Terrace Pl,40.813619,-73.939336,945
W 140 St & Riverside Dr,40.824013,-73.954743,283
W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249,752
W 145 St & Amsterdam Ave,40.825244,-73.947257,890
W 146 St & Broadway,40.826969,-73.949738,944
W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,660
W 148 St & Amsterdam Ave,40.827075,-73.945909,645
W 15 St & 10 Ave,40.742753,-74.007473,2824
W 15 St & 10 Ave,40.742754,-74.007474,88
W 15 St & 6 Ave,40.738046,-73.99643,62
W 15 St & 6 Ave,40.738046,-73.996429,5795
W 15 St & 7 Ave,40.739355,-73.999318,59
W 15 St & 7 Ave,40.739355,-73.999317,5459
W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,467
W 159 St & Edgecombe Ave,40.833303,-73.939326,178
W 16 St & The High Line,40.743349,-74.006818,95
W 16 St & The High Line,40.743349,-74.006817,4824
W 160 St & St. Nicholas Ave,40.834468,-73.939865,521
W 163 St & Edgecombe Ave,40.835798,-73.937496,269
W 163 St & Riverside Dr,40.839278,-73.945446,469
W 165 St & Fort Washington Ave,40.84004,-73.942939,689
W 169 St & Fort Washington Ave,40.842842,-73.942125,1629
W 17 St & 8 Ave,40.741776,-74.001497,3977
W 170 St & University Ave,40.84207,-73.926075,416
W 171 St & St. Nicholas Ave,40.842941,-73.938631,416
W 176 St & Montgomery Ave,40.849629,-73.919205,89
W 18 St & 6 Ave,40.739713,-73.994564,5977
W 18 St & 9 Ave,40.743533,-74.003675,1573
W 18 St & 9 Ave,40.743534,-74.003676,13
W 180 St & Ft Washington Ave,40.849972,-73.938423,725
W 181 St & Riverside Dr,40.85168,-73.94186,1233
W 186 St & St. Nicholas Ave,40.852253,-73.931308,291
W 190 St & Broadway,40.856487,-73.93297,6
W 190 St & Broadway,40.856487,-73.932969,302
W 190 St & St. Nicholas Ave,40.854788,-73.929513,331
W 20 St & 10 Ave,40.745686,-74.005141,5903
W 20 St & 7 Ave,40.742387,-73.997262,6249
W 20 St & 7 Ave,40.742388,-73.997262,61
W 20 St & 8 Ave,40.743453,-74.00004,5418
W 204 St & Nagle Ave,40.863211,-73.920827,263
W 204 St & Vermilyea Ave,40.866141,-73.922648,340
W 21 St & 6 Ave,40.741739,-73.994155,12287
W 21 St & 6 Ave,40.74174,-73.994156,117
W 212 St & 10 Ave,40.867658,-73.916757,147
W 218 St & Broadway,40.87139,-73.914318,219
W 218 St & Indian Rd,40.873054,-73.918371,257
W 218 St & Indian Rd,40.873055,-73.918372,14
W 22 St & 10 Ave,40.746919,-74.004518,8776
W 22 St & 10 Ave,40.74692,-74.004519,109
W 22 St & 8 Ave,40.744751,-73.999154,68
W 22 St & 8 Ave,40.744751,-73.999153,6386
W 24 St & 7 Ave,40.744876,-73.995299,62
W 24 St & 7 Ave,40.744876,-73.995298,7697
W 25 St & 6 Ave,40.743954,-73.991449,90
W 25 St & 6 Ave,40.743954,-73.991448,5674
W 26 St & 10 Ave,40.749717,-74.00295,4050
W 26 St & 10 Ave,40.749718,-74.00295,58
W 26 St & 8 Ave,40.747348,-73.997236,49
W 26 St & 8 Ave,40.747348,-73.997235,6222
W 27 St & 7 Ave,40.746647,-73.993915,6367
W 29 St & 9 Ave,40.750072,-73.998392,4021
W 29 St & 9 Ave,40.750073,-73.998393,49
W 30 St & 10 Ave,40.752694,-74.002353,7969
W 31 St & 7 Ave,40.749156,-73.9916,5941
W 33 St & 7 Ave,40.750199,-73.99093,6600
W 33 St & 7 Ave,40.7502,-73.990931,73
W 34 St & 11 Ave,40.755941,-74.002116,8247
W 34 St & 11 Ave,40.755942,-74.002116,246
W 35 St & 9 Ave,40.754145,-73.996089,27
W 35 St & 9 Ave,40.754145,-73.996088,2350
W 35 St & Dyer Ave,40.754691,-73.997401,2476
W 35 St & Dyer Ave,40.754692,-73.997402,46
W 36 St & 7 Ave,40.752149,-73.989539,2486
W 36 St & 9 Ave,40.754623,-73.995168,86
W 36 St & 9 Ave,40.754623,-73.995167,3990
W 37 St & 10 Ave,40.756603,-73.9979,5370
W 37 St & 10 Ave,40.756604,-73.997901,33
W 37 St & 5 Ave,40.75038,-73.98339,58
W 37 St & 5 Ave,40.75038,-73.983389,3547
W 4 St & 7 Ave S,40.734011,-74.002939,129
W 4 St & 7 Ave S,40.734011,-74.002938,7473
W 40 St & 5 Ave,40.752269,-73.982079,3544
W 41 St & 8 Ave,40.756405,-73.990026,7446
W 42 St & 6 Ave,40.75492,-73.98455,4979
W 42 St & 8 Ave,40.757569,-73.990985,4034
W 42 St & 8 Ave,40.75757,-73.990985,82
W 42 St & Dyer Ave,40.758984,-73.993799,3549
W 42 St & Dyer Ave,40.758985,-73.9938,34
W 43 St & 10 Ave,40.760094,-73.994618,7323
W 44 St & 11 Ave,40.762009,-73.996975,5324
W 44 St & 5 Ave,40.755002,-73.980144,3725
W 44 St & 5 Ave,40.755003,-73.980144,57
W 45 St & 8 Ave,40.759291,-73.988597,98
W 45 St & 8 Ave,40.759291,-73.988596,5433
W 46 St & 11 Ave,40.763413,-73.996674,3094
W 46 St & 11 Ave,40.763414,-73.996674,68
W 47 St & 10 Ave,40.762698,-73.993012,5419
W 47 St & 10 Ave,40.762699,-73.993012,34
W 47 St & 6 Ave,40.758397,-73.98255,2875
W 48 St & Rockefeller Plaza,40.757936,-73.979603,20
W 48 St & Rockefeller Plaza,40.757936,-73.979602,1959
W 49 St & 8 Ave,40.762272,-73.987882,7708
W 50 St & 10 Ave,40.764734,-73.991944,27
W 50 St & 10 Ave,40.764734,-73.991943,3206
W 50 St & 9 Ave,40.763604,-73.989179,3882
W 50 St & 9 Ave,40.763605,-73.98918,48
W 51 St & 6 Ave,40.760659,-73.98042,3214
W 51 St & 6 Ave,40.76066,-73.98042,51
W 51 St & Rockefeller Plaza,40.759699,-73.978081,2221
W 51 St & Rockefeller Plaza,40.7597,-73.978082,86
W 52 St & 11 Ave,40.767272,-73.993929,42
W 52 St & 11 Ave,40.767272,-73.993928,3560
W 52 St & 6 Ave,40.761329,-73.97982,2270
W 52 St & 6 Ave,40.76133,-73.97982,34
W 53 St & 10 Ave,40.766696,-73.990617,4241
W 53 St & 10 Ave,40.766697,-73.990617,32
W 54 St & 11 Ave,40.768333,-73.992573,4690
W 54 St & 9 Ave,40.765849,-73.986905,5084
W 55 St & 6 Ave,40.763189,-73.978434,5741
W 56 St & 10 Ave,40.768254,-73.988639,3083
W 59 St & 10 Ave,40.770513,-73.988038,6606
W 63 St & Broadway,40.771638,-73.982614,6557
W 63 St & Broadway,40.771639,-73.982614,91
W 64 St & Thelonious Monk Circle,40.775159,-73.989186,4390
W 64 St & Thelonious Monk Circle,40.77516,-73.989187,21
W 67 St & Broadway,40.774925,-73.982666,44
W 67 St & Broadway,40.774925,-73.982665,4202
W 70 St & Amsterdam Ave,40.77748,-73.982886,42
W 70 St & Amsterdam Ave,40.77748,-73.982885,5578
W 74 St & Columbus Ave,40.778566,-73.977549,2622
W 74 St & Columbus Ave,40.778567,-73.97755,18
W 76 St & Columbus Ave,40.780183,-73.977285,4264
W 76 St & Columbus Ave,40.780184,-73.977285,42
W 82 St & Central Park West,40.78275,-73.97137,4245
W 84 St & Broadway,40.786794,-73.977112,3585
W 84 St & Broadway,40.786795,-73.977112,37
W 84 St & Columbus Ave,40.784999,-73.972834,3773
W 84 St & Columbus Ave,40.785,-73.972834,33
W 87 St & Amsterdam Ave,40.78839,-73.9747,3004
W 87 St & West End Ave,40.789622,-73.97757,2929
W 89 St & Columbus Ave,40.788221,-73.970416,33
W 89 St & Columbus Ave,40.788221,-73.970415,4023
W 90 St & Amsterdam Ave,40.790179,-73.972889,2393
W 92 St & Broadway,40.7921,-73.9739,2293
W 95 St & Broadway,40.79377,-73.971888,3542
W Broadway & Spring St,40.724946,-74.001658,3860
W Broadway & Spring St,40.724947,-74.001659,77
W Broadway & W Houston St,40.726378,-74.000472,2682
W Burnside Ave & University Ave,40.853686,-73.912498,203
W Tremont Ave & Grand Ave,40.850036,-73.912785,70
W Tremont Ave & Montgomery Ave,40.851788,-73.916418,200
Wadsworth Ave & W 175 St,40.846052,-73.937648,512
Wadsworth Ave & W 179 St,40.848467,-73.936064,891
Wales Ave & E 147 St,40.811314,-73.907729,150
Wall St & South St,40.70437,-74.00637,3448
Walnut Ave & E 136 St,40.801657,-73.909513,132
Walton Ave & E 153 St,40.822351,-73.926907,218
Walton Ave & E 168 St,40.83649,-73.918316,272
Walton Ave & E 171 St,40.840683,-73.915073,258
Walton Ave & E 183 St,40.858472,-73.90266,294
Wards Meadow Comfort Station,40.78294,-73.93077,2110
Warren St & Court St,40.686371,-73.993833,1236
Warren St & Smith St,40.685424,-73.991278,12
Warren St & Smith St,40.685424,-73.991277,1253
Warren St & W Broadway,40.714739,-74.009106,2586
Warren St & W Broadway,40.71474,-74.009106,40
Washington Ave & E 163 St,40.824,-73.91089,488
Washington Ave & E 167 St,40.829896,-73.907618,225
Washington Ave & E 174 St,40.843079,-73.900216,134
Washington Ave & Greene Ave,40.6865,-73.965633,1626
Washington Ave & Greene Ave,40.686501,-73.965633,17
Washington Ave & Park Ave,40.696102,-73.96751,2034
Washington Park,40.691782,-73.97373,29
Washington Park,40.691782,-73.973729,2049
Washington Pl & 6 Ave,40.732241,-74.000264,68
Washington Pl & 6 Ave,40.732241,-74.000263,5000
Washington Pl & Broadway,40.729039,-73.994046,3675
Washington St & Barrow St,40.731911,-74.008769,2501
Washington St & Gansevoort St,40.739323,-74.008119,6837
Water - Whitehall Plaza,40.70255,-74.012723,579
Water - Whitehall Plaza,40.702551,-74.012723,6
Waterbury St & Stagg St,40.71019,-73.93734,901
Waterloo Pl & Crotona Park East,40.839194,-73.888587,171
Watts St & Greenwich St,40.724055,-74.00966,73
Watts St & Greenwich St,40.724055,-74.009659,3054
Webster Ave & E 166 St,40.828975,-73.911259,149
Webster Ave & Ford St,40.85556,-73.89615,108
Weeks Ave & E 175 St,40.846879,-73.907342,27
West Drive & Prospect Park West,40.661063,-73.979453,154
West Drive & Prospect Park West,40.661063,-73.979452,4791
West End Ave & W 107 St,40.802117,-73.968181,34
West End Ave & W 107 St,40.802117,-73.96818,2180
West End Ave & W 60 St,40.77237,-73.99005,6225
West End Ave & W 78 St,40.783786,-73.981687,2163
West End Ave & W 94 St,40.794165,-73.974124,2633
West Farms Rd & Boone Ave,40.830025,-73.886312,177
West St & Chambers St,40.717548,-74.013221,348
West St & Chambers St,40.717548,-74.01322,11875
West St & Liberty St,40.711444,-74.014847,9965
West Thames St,40.708346,-74.017134,4743
West Thames St,40.708347,-74.017134,87
Westchester Ave & E 156 St,40.817802,-73.905203,179
Westchester Ave & Jackson Ave,40.816124,-73.908116,403
Westchester Ave & Longwood Ave,40.819701,-73.901311,301
Westchester Ave & Southern Blvd,40.824956,-73.891677,466
White St & Johnson Ave,40.707174,-73.93581,193
White St & Moore St,40.704508,-73.9351,877
Wilkins Ave & Crotona Park E,40.835302,-73.895133,182
William St & Pine St,40.707179,-74.008873,3301
Willis Ave & Bruckner Blvd,40.805701,-73.925177,348
Willis Ave & E 137 St,40.808384,-73.923604,578
Willis Ave & E 141 St,40.81093,-73.921606,392
Willis Ave & E 143 St,40.812299,-73.92037,347
Willoughby Ave & Hall St,40.69196,-73.965369,13
Willoughby Ave & Hall St,40.69196,-73.965368,2047
Willoughby Ave & Myrtle Ave,40.69757,-73.93098,1334
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,293
Willoughby Ave & Tompkins Ave,40.694254,-73.946269,1281
Willoughby Ave & Walworth St,40.693317,-73.95382,3
Willoughby Ave & Walworth St,40.693317,-73.953819,1289
Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,744
Willoughby St & Ashland Pl,40.69178,-73.97877,762
Willoughby St & Fleet St,40.691965,-73.981301,2257
Willoughby St & Fleet St,40.691966,-73.981302,10
Willow Ave & E 133 St,40.800933,-73.913863,261
Wilson Ave & Moffat St,40.68906,-73.90506,385
Wilson Ave & Troutman St,40.70166,-73.92754,893
Windsor Pl & 8 Ave,40.660906,-73.983074,558
Windsor Pl & Howard Pl,40.65949,-73.980139,636
Windsor Pl & Howard Pl,40.659491,-73.980139,2
Withers St & Kingsland Ave,40.71773,-73.94051,602
Wolcott St & Dwight St,40.675327,-74.01007,1
Wolcott St & Dwight St,40.675327,-74.010069,233
Woodward Ave & Harman St,40.70793,-73.91092,300
Wyckoff Av & Jefferson St,40.707165,-73.923711,886
Wyckoff Av & Stanhope St,40.703545,-73.917775,1254
Wyckoff Ave & Gates Ave,40.699871,-73.911719,8
Wyckoff Ave & Gates Ave,40.699871,-73.911718,939
Wyckoff St & Nevins St,40.683426,-73.984275,982
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,5448
Yankee Ferry Terminal,40.687065,-74.016755,1782
Yankee Ferry Terminal,40.687066,-74.016756,285
